,Peak CCU,DLC count,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Average playtime forever,Median playtime forever
34951,0,0,0,0,0,0,0,0,0,0
34952,0,0,0,0,0,1,0,0,0,0
34953,5,0,51,0,105,26,0,124,1038,1038
34954,1,7,0,0,5,0,0,0,0,0
34955,1,0,0,0,1,0,0,0,0,0
34956,0,0,0,0,0,0,0,0,0,0
34957,1,0,0,0,303,46,29,323,0,0
34958,0,0,0,0,49,31,17,0,0,0
34959,0,0,0,0,3,1,28,0,0,0
34960,0,0,0,0,0,0,12,0,0,0
34961,0,1,0,0,9,0,16,0,0,0
34962,0,0,0,0,20,0,33,0,0,0
34963,0,0,0,0,211,38,20,237,0,0
34964,0,0,0,0,0,0,0,0,0,0
34965,0,0,0,0,478,37,13,0,3,3
34966,1,0,0,0,28,2,49,0,0,0
34967,1,0,55,0,420,437,36,549,192,239
34968,3,0,0,0,67,4,0,0,0,0
34969,0,0,0,0,54,10,31,0,0,0
34970,0,0,0,0,0,0,0,0,0,0
34971,3,0,0,0,71,4,0,0,0,0
34972,0,0,0,0,2,3,0,0,0,0
34973,7,1,81,0,558,49,43,567,0,0
34974,0,0,0,0,3,0,0,0,0,0
34975,0,0,0,0,7,0,0,0,0,0
34976,0,0,0,0,93,29,25,112,31,31
34977,0,0,0,0,3,19,0,0,0,0
34978,0,0,0,0,0,2,15,0,0,0
34979,1,0,0,0,23,7,0,0,0,0
34980,0,0,0,0,2,0,30,0,0,0
34981,0,2,0,0,0,0,71,0,0,0
34982,0,0,0,0,0,0,23,0,0,0
34983,27,7,68,0,1455,652,51,332,207,121
34984,0,0,0,0,1,0,0,0,0,0
34985,0,0,0,0,9,1,0,0,0,0
34986,0,0,0,0,2,0,3,0,0,0
34987,0,0,0,0,0,0,0,0,0,0
34988,0,0,0,0,0,0,0,0,0,0
34989,0,2,0,0,51,32,12,0,143,212
34990,0,0,0,0,31,29,0,0,212,212
34991,0,0,0,0,2,1,6,0,0,0
34992,3,0,0,0,1223,256,11,0,38,41
34993,5,0,0,0,458,41,14,478,3,3
34994,2,0,0,0,506,90,0,0,0,0
34995,0,0,0,0,19,1,18,0,0,0
34996,0,1,0,0,72,13,14,0,226,228
34997,0,0,0,0,1,0,0,0,0,0
34998,0,0,0,0,2,3,33,0,0,0
34999,0,0,0,0,0,0,0,0,0,0
35000,3,0,67,0,1949,833,14,2215,85,89
35001,96112,4,69,0,703687,108223,90,655687,16623,3035
35002,0,0,0,0,0,3,0,0,0,0
35003,0,0,0,0,14,5,55,0,0,0
35004,0,0,0,0,2,0,0,0,0,0
35005,1,0,0,0,400,24,62,366,68,80
35006,4,0,66,0,484,155,0,394,187,217
35007,2,1,0,0,0,0,50,0,0,0
35008,2,0,0,0,27,3,56,0,0,0
35009,0,0,0,0,15,0,15,0,0,0
35010,0,0,0,0,11,15,5,0,0,0
35011,0,0,0,0,3,0,0,0,0,0
35012,0,0,0,0,329,50,1,0,0,0
35013,69,0,88,0,6043,452,0,5534,135,63
35014,0,0,0,0,2,1,0,0,0,0
35015,1,0,0,0,284,45,55,0,213,256
35016,0,0,0,0,2,2,14,0,0,0
35017,0,0,0,0,12,3,0,0,0,0
35018,6,0,0,0,181,120,0,201,161,237
35019,0,0,0,0,1,3,0,0,0,0
35020,0,0,0,0,0,0,0,0,0,0
35021,0,0,0,0,1,0,0,0,0,0
35022,0,0,0,0,6,4,25,0,0,0
35023,0,0,0,0,18,7,24,0,0,0
35024,0,0,0,0,0,0,6,0,0,0
35025,0,0,0,0,46,29,11,0,0,0
35026,0,2,0,0,0,0,0,0,0,0
35027,2,0,58,0,1267,272,12,1215,210,134
35028,8,0,0,0,43,27,79,0,0,0
35029,0,1,0,0,197,10,8,0,0,0
35030,0,0,0,0,3,0,24,0,0,0
35031,3,0,0,0,1902,49,19,1789,102,107
35032,162,0,80,0,3173,2732,0,3231,3351,2673
35033,0,1,0,0,177,54,12,0,217,217
35034,1,0,0,0,79,12,16,0,0,0
35035,0,12,0,0,0,0,45,451,0,0
35036,0,0,0,0,7,6,0,0,0,0
35037,3,1,0,0,591,597,9,1122,309,309
35038,0,0,0,0,11,2,0,0,0,0
35039,0,0,0,0,6,2,0,0,0,0
35040,0,0,0,0,5,5,6,0,0,0
35041,0,0,0,0,18,2,0,0,0,0
35042,0,0,0,0,3,3,0,0,0,0
35043,0,0,0,0,2,1,0,0,0,0
35044,0,0,0,0,18,4,10,0,0,0
35045,0,0,0,0,187,70,15,116,335,472
35046,0,0,0,0,2,2,0,0,0,0
35047,2,3,0,0,1476,96,12,1379,53,96
35048,7,2,0,0,218,97,0,179,40,53
35049,1,0,0,0,69,10,8,0,0,0
35050,2,0,0,0,3350,3532,0,4435,1397,231
35051,1,0,0,0,93,9,0,0,0,0
35052,11,1,69,0,300,210,30,290,155,159
35053,0,0,0,0,50,11,10,0,0,0
35054,0,0,0,0,0,0,1,0,0,0
35055,4,0,0,0,108,6,53,0,0,0
35056,0,0,0,0,10,4,14,0,0,0
35057,0,0,0,0,1,1,0,0,0,0
35058,0,0,0,0,4,2,0,0,0,0
35059,0,0,0,0,0,0,0,0,0,0
35060,5,0,0,0,313,193,32,273,264,266
35061,0,0,0,0,803,90,16,754,61,109
35062,0,0,0,0,95,11,7,0,1,1
35063,0,0,0,0,144,67,21,153,215,229
35064,0,0,0,0,5,1,10,0,0,0
35065,0,0,0,0,17,2,11,0,0,0
35066,0,0,0,0,12,3,0,0,0,0
35067,0,0,0,0,0,0,0,0,0,0
35068,0,0,0,0,91,34,53,116,69,69
35069,0,0,0,0,1,2,0,0,0,0
35070,0,0,0,0,0,1,0,0,0,0
35071,0,0,0,0,1,0,0,0,0,0
35072,0,0,0,0,0,0,0,0,0,0
35073,0,0,0,0,17,1,21,0,243,243
35074,0,1,0,0,5,4,21,0,0,0
35075,10,0,0,0,285,26,11,298,0,0
35076,0,0,0,0,11,3,67,0,0,0
35077,1,0,0,0,0,0,0,0,0,0
35078,0,0,0,0,0,0,0,0,0,0
35079,0,0,0,0,1,0,0,0,0,0
35080,0,0,0,0,24,27,0,0,0,0
35081,515,0,80,0,12383,877,55,9279,1653,1361
35082,0,0,0,0,16,10,0,0,0,0
35083,0,0,0,0,0,0,20,0,0,0
35084,0,0,0,0,40,12,0,0,0,0
35085,0,0,0,0,8,2,21,0,0,0
35086,0,1,0,0,122,14,0,125,0,0
35087,4,2,0,0,1917,98,30,0,57,71
35088,1,0,0,0,41,22,9,0,0,0
35089,0,0,0,0,11,7,0,0,0,0
35090,0,0,0,0,0,0,0,0,0,0
35091,0,0,0,0,59,0,19,0,0,0
35092,0,0,0,0,10,2,9,0,0,0
35093,0,0,0,0,0,0,0,0,0,0
35094,0,0,0,0,23,2,20,0,0,0
35095,0,0,0,0,3,1,9,0,0,0
35096,0,0,0,0,6,1,29,0,0,0
35097,0,0,0,0,0,0,0,0,0,0
35098,0,0,0,0,0,0,0,0,0,0
35099,320,0,59,0,11041,1680,0,11376,1187,562
35100,0,0,0,0,14,3,0,0,0,0
35101,0,0,0,0,26,19,40,0,0,0
35102,0,0,0,0,0,0,0,0,0,0
35103,0,0,0,0,15,36,0,0,194,194
35104,0,0,0,0,0,0,0,0,0,0
35105,0,0,0,0,106,69,22,0,574,599
35106,0,0,0,0,35,7,33,0,0,0
35107,0,0,0,0,74,63,0,0,0,0
35108,1,1,0,0,196,106,0,282,32,57
35109,1,0,0,0,13,0,0,0,0,0
35110,40,0,70,0,1087,817,0,1822,112,118
35111,0,0,0,0,4,1,0,0,0,0
35112,0,0,0,0,6,0,15,0,0,0
35113,0,0,0,0,0,0,0,0,0,0
35114,0,0,0,0,0,1,5,0,0,0
35115,0,0,0,0,3,1,0,0,0,0
35116,0,0,0,0,0,0,0,0,0,0
35117,0,1,0,0,4,3,0,0,0,0
35118,0,0,0,0,0,0,0,0,0,0
35119,48,0,68,0,6208,417,35,5297,290,163
35120,0,0,0,0,44,114,0,121,27,37
35121,0,0,0,0,14,6,17,0,0,0
35122,0,0,0,0,0,1,0,0,0,0
35123,1,0,0,0,102,50,10,106,0,0
35124,0,0,0,0,2,0,10,0,0,0
35125,2,0,0,0,167,73,0,158,2,2
35126,26,2,0,0,819,196,35,527,0,0
35127,0,0,0,0,8,11,7,0,0,0
35128,0,0,0,0,0,3,0,0,0,0
35129,0,0,0,0,16,6,12,0,0,0
35130,0,0,0,0,10,43,0,0,0,0
35131,0,0,40,0,214,241,29,249,114,114
35132,0,0,0,0,0,0,0,0,0,0
35133,0,0,0,0,9,2,14,0,0,0
35134,0,0,0,0,42,17,21,0,252,279
35135,0,0,0,0,0,0,0,0,0,0
35136,1,0,0,0,3,2,0,0,0,0
35137,0,0,0,0,0,0,0,0,0,0
35138,0,0,0,0,30,46,0,0,0,0
35139,1,0,0,0,20,8,6,0,0,0
35140,0,0,0,0,1,2,0,0,0,0
35141,0,0,0,0,7,11,0,0,422,427
35142,0,0,0,0,2,2,0,0,0,0
35143,0,0,0,0,58,52,0,0,0,0
35144,0,0,0,0,17,4,0,0,0,0
35145,0,0,0,0,0,0,0,0,0,0
35146,0,0,0,0,3,0,0,0,0,0
35147,0,0,0,0,69,56,0,0,0,0
35148,0,0,0,0,12,9,0,0,0,0
35149,0,0,0,0,3,1,11,0,0,0
35150,0,0,0,0,0,0,0,0,0,0
35151,0,1,0,0,30,3,24,0,0,0
35152,0,0,0,0,39,1,12,0,0,0
35153,0,0,0,0,5,0,0,0,0,0
35154,0,0,0,0,0,0,0,0,0,0
35155,0,1,0,0,176,52,13,177,120,157
35156,1,1,0,0,181,12,5,181,0,0
35157,0,0,0,0,7,1,0,0,0,0
35158,0,0,0,0,71,19,0,0,1,1
35159,0,0,0,0,22,13,0,0,0,0
35160,0,0,0,0,10,1,0,0,0,0
35161,0,0,0,0,10,6,0,0,0,0
35162,0,0,0,0,10,0,0,0,0,0
35163,2844,1,0,0,46142,6194,31,522,2986,232
35164,3,0,0,0,1548,119,20,1285,184,228
35165,2,0,0,0,8,4,17,0,0,0
35166,1,0,57,0,206,66,0,228,62,62
35167,13,6,0,0,901,698,0,527,114,157
35168,2,0,0,0,75,25,0,0,0,0
35169,0,0,0,0,2,1,13,0,0,0
35170,0,0,0,0,140,24,0,161,0,0
35171,0,0,0,0,15,15,15,0,123,244
35172,0,0,0,0,4,0,14,0,0,0
35173,7,0,0,0,9,13,0,0,0,0
35174,0,0,0,0,2,0,0,0,0,0
35175,428,0,0,0,5678,338,0,5304,961,631
35176,0,0,0,0,0,0,0,0,0,0
35177,0,0,0,0,3,0,15,0,0,0
35178,0,0,0,0,37,8,4,0,0,0
35179,0,0,0,0,3,0,0,0,0,0
35180,0,0,0,0,11,1,0,0,0,0
35181,1,1,0,0,2485,866,5,188,274,256
35182,0,0,0,0,15,4,0,0,0,0
35183,0,2,0,0,24,5,42,0,0,0
35184,0,0,0,0,8,2,22,0,0,0
35185,0,0,0,0,5,10,2,0,0,0
35186,4,0,0,0,17,4,30,0,0,0
35187,0,0,0,0,4,4,0,0,0,0
35188,3,1,0,0,3579,422,6,0,21,23
35189,0,0,0,0,0,0,0,0,0,0
35190,0,0,0,0,15,0,33,0,0,0
35191,8,0,0,0,1267,69,0,1201,406,547
35192,2,0,0,0,37,15,22,0,0,0
35193,0,1,0,0,18,4,43,0,0,0
35194,0,0,0,0,14,4,0,0,0,0
35195,0,0,0,0,1,0,0,0,0,0
35196,0,1,0,0,3,11,7,0,0,0
35197,0,0,0,0,5,0,0,0,0,0
35198,0,0,0,0,0,0,0,0,0,0
35199,4,0,0,0,50,12,46,0,0,0
35200,0,0,0,0,2,1,0,0,0,0
35201,0,0,0,0,91,3,0,0,8,8
35202,0,0,0,0,145,12,38,134,0,0
35203,0,0,0,0,30,3,18,0,0,0
35204,0,0,0,0,9,0,17,0,0,0
35205,0,0,0,0,1,1,0,0,0,0
35206,0,0,0,0,0,1,0,0,0,0
35207,0,0,0,0,10,2,0,0,0,0
35208,0,0,0,0,5,0,0,0,0,0
35209,0,0,0,0,140,10,6,0,0,0
35210,0,0,0,0,1,0,0,0,0,0
35211,0,1,0,0,34,0,19,0,0,0
35212,0,0,0,0,0,0,34,0,0,0
35213,0,0,0,0,9,1,0,0,0,0
35214,0,0,0,0,2,0,23,0,0,0
35215,1,0,0,0,66,7,17,0,0,0
35216,0,0,0,0,1,3,0,0,0,0
35217,0,1,0,0,60,0,1,0,0,0
35218,54,0,71,0,1041,72,0,1088,402,402
35219,21,0,0,0,2290,701,0,2525,477,844
35220,76,2,81,0,3355,764,43,3240,300,185
35221,0,0,0,0,1,0,0,0,0,0
35222,0,0,0,0,4,0,0,0,0,0
35223,0,0,0,0,7,1,0,0,0,0
35224,0,0,0,0,2,1,0,0,0,0
35225,0,0,0,0,0,0,0,0,0,0
35226,0,0,0,0,6,2,0,0,0,0
35227,2,1,0,0,143,63,38,182,7,7
35228,0,0,0,0,56,13,22,0,0,0
35229,0,0,0,0,4,0,2,0,0,0
35230,0,0,0,0,0,0,0,0,0,0
35231,0,0,0,0,24,1,24,0,0,0
35232,0,0,0,0,4,1,29,0,0,0
35233,0,2,0,0,0,0,11,0,0,0
35234,0,0,0,0,0,2,0,0,0,0
35235,0,0,0,0,0,4,0,0,0,0
35236,0,0,0,0,8,11,0,0,0,0
35237,348,0,0,0,1033,178,0,1035,671,307
35238,0,0,0,0,0,0,0,0,0,0
35239,247,0,0,0,23486,7324,0,23650,3039,970
35240,0,0,0,0,22,0,10,0,0,0
35241,0,0,0,0,79,21,0,0,93,133
35242,68,0,0,0,1972,269,0,2171,376,376
35243,36,0,0,0,1034,88,20,1007,403,658
35244,0,0,0,0,1,2,0,0,0,0
35245,0,0,0,0,15,2,0,0,0,0
35246,0,0,0,0,46,73,0,0,8,8
35247,1,0,0,0,15,10,0,0,0,0
35248,0,0,0,0,0,0,10,0,0,0
35249,0,0,0,0,17,26,0,0,0,0
35250,0,0,0,0,0,1,0,0,0,0
35251,0,0,0,0,1,1,2,0,0,0
35252,0,0,0,0,1,1,0,0,0,0
35253,0,0,0,0,1,1,65,0,0,0
35254,2,0,0,0,31,0,12,0,0,0
35255,0,0,0,0,0,0,10,0,0,0
35256,0,0,0,0,1,0,0,0,0,0
35257,0,0,0,0,12,13,0,0,0,0
35258,0,0,0,0,14,0,70,0,0,0
35259,0,0,0,0,123,16,12,124,0,0
35260,0,0,0,0,19,1,10,0,0,0
35261,1051,21,0,0,23399,3697,49,21149,1031,612
35262,4,0,0,0,77,8,0,0,764,764
35263,0,0,0,0,0,0,0,0,0,0
35264,0,2,0,0,1,0,16,0,0,0
35265,0,0,0,0,3,1,0,0,0,0
35266,0,0,0,0,15,2,10,0,0,0
35267,0,0,0,0,0,1,0,0,0,0
35268,0,0,0,0,3,9,0,0,0,0
35269,0,0,0,0,24,3,0,0,0,0
35270,0,0,0,0,7,0,12,0,0,0
35271,0,0,0,0,29,2,0,0,0,0
35272,0,0,0,0,2,0,0,0,0,0
35273,0,0,0,0,1,0,12,0,0,0
35274,0,0,0,0,7,2,13,0,0,0
35275,3,1,70,0,1071,277,32,1228,111,181
35276,0,0,0,0,0,0,0,0,0,0
35277,0,0,0,0,10,0,12,0,0,0
35278,2,1,0,0,85,9,1,0,0,0
35279,0,0,0,0,1,0,0,0,0,0
35280,6,0,0,0,38,9,15,0,0,0
35281,0,0,0,0,4,7,0,0,0,0
35282,0,0,0,0,21,0,20,0,0,0
35283,0,0,0,0,3154,371,5,743,102,78
35284,0,0,0,0,0,0,0,0,0,0
35285,0,0,0,0,1,0,10,0,0,0
35286,0,2,0,0,50,18,36,0,0,0
35287,0,0,0,0,5,8,0,0,0,0
35288,4,1,0,0,1381,450,35,1712,54,32
35289,0,1,0,0,1,0,9,0,0,0
35290,0,0,0,0,0,0,0,0,0,0
35291,0,0,0,0,9,4,0,0,0,0
35292,0,0,0,0,11,4,0,0,0,0
35293,1,0,0,0,106,20,0,111,0,0
35294,1,0,0,0,22,4,0,0,0,0
35295,0,0,0,0,0,0,0,0,0,0
35296,0,0,0,0,0,0,0,0,0,0
35297,0,0,0,0,7,6,0,0,0,0
35298,4,0,0,0,333,40,17,0,49,57
35299,0,0,0,0,3,0,60,0,0,0
35300,2,0,53,0,905,88,0,769,287,435
35301,0,0,0,0,20,18,0,0,2,2
35302,0,0,0,0,3,4,7,0,0,0
35303,1,0,0,0,16,0,20,0,0,0
35304,1286,0,0,0,13324,1971,0,0,0,0
35305,232,1,0,0,2991,192,59,2766,1273,1635
35306,1,0,0,0,2,0,40,0,0,0
35307,0,0,0,0,63,2,0,0,0,0
35308,0,0,0,0,0,0,20,0,0,0
35309,1,0,0,0,123,59,6,160,61,61
35310,0,0,0,0,3,4,0,0,0,0
35311,1,1,0,0,365,250,11,0,0,0
35312,0,0,0,0,11,7,49,0,0,0
35313,0,0,0,0,34,51,8,0,372,372
35314,4,1,82,0,333,257,0,493,244,244
35315,2,0,0,0,26,8,0,0,0,0
35316,250,6,0,0,1319,872,29,0,33,52
35317,0,0,0,0,0,0,0,0,0,0
35318,1,0,0,0,13,7,6,0,0,0
35319,26495,5,87,0,133389,2318,0,113468,10424,3402
35320,15,0,0,0,1022,311,25,1229,397,261
35321,0,0,0,0,41,5,0,0,0,0
35322,3,0,0,0,751,174,40,0,109,139
35323,0,0,0,0,0,0,4,0,0,0
35324,1996,24,0,0,73952,14371,113,54515,1543,870
35325,0,1,0,0,6,0,30,0,0,0
35326,0,0,0,0,17,15,1,0,0,0
35327,0,0,0,0,2,1,0,0,0,0
35328,0,0,0,0,6,0,14,0,0,0
35329,0,0,0,0,1,1,6,0,0,0
35330,0,0,0,0,17,6,0,0,0,0
35331,0,6,0,0,23,13,2,0,0,0
35332,0,0,0,0,1,0,0,0,0,0
35333,0,0,0,0,18,0,25,0,0,0
35334,0,0,0,0,39,75,0,0,185,221
35335,0,0,0,0,76,27,0,0,0,0
35336,0,0,0,0,0,0,0,0,0,0
35337,0,0,0,0,7,3,0,0,0,0
35338,0,0,0,0,73,27,11,0,0,0
35339,0,0,0,0,26,0,0,0,0,0
35340,5,0,0,0,55,47,0,0,0,0
35341,3,0,0,0,0,0,26,0,0,0
35342,0,1,0,0,38,19,25,0,0,0
35343,0,0,0,0,103,366,0,0,253,293
35344,0,0,0,0,20,36,0,0,338,405
35345,0,0,0,0,12,7,0,0,0,0
35346,0,0,0,0,0,0,0,0,0,0
35347,27,0,0,0,2712,136,0,2632,238,255
35348,3,0,0,0,29,2,11,206,0,0
35349,1,0,0,0,168,12,32,0,0,0
35350,0,0,0,0,4,0,15,0,0,0
35351,0,1,0,0,50,4,47,0,0,0
35352,1,0,0,0,174,27,15,182,0,0
35353,0,0,0,0,7,0,0,0,0,0
35354,0,0,0,0,0,2,0,0,0,0
35355,0,1,0,0,33,3,56,0,0,0
35356,6,1,0,0,159,22,23,148,0,0
35357,0,1,0,0,190,1,86,173,0,0
35358,0,0,0,0,0,0,0,0,0,0
35359,0,0,0,0,0,0,13,0,0,0
35360,0,0,0,0,3,5,0,0,0,0
35361,0,1,69,0,120,52,31,138,291,291
35362,0,0,0,0,0,0,0,0,0,0
35363,0,0,0,0,3,3,0,0,0,0
35364,0,0,0,0,0,0,0,0,0,0
35365,0,0,0,0,14,1,0,0,0,0
35366,0,0,0,0,0,0,0,0,0,0
35367,0,0,0,0,2,6,0,0,0,0
35368,0,0,0,0,0,0,0,0,0,0
35369,4,0,0,0,370,114,18,330,4,4
35370,0,0,0,0,9,1,0,0,0,0
35371,0,0,0,0,22,3,32,0,0,0
35372,0,0,0,0,4,5,0,0,0,0
35373,0,1,0,0,0,0,3,0,0,0
35374,0,0,0,0,5,2,21,0,0,0
35375,0,0,0,0,48,13,26,0,1,1
35376,0,0,0,0,4,0,20,0,0,0
35377,8,0,67,0,223,79,0,219,107,165
35378,0,0,0,0,4,5,0,0,0,0
35379,0,0,0,0,3,0,0,0,0,0
35380,0,1,0,0,9,7,15,0,0,0
35381,3,0,0,0,385,123,19,457,313,313
35382,1,0,0,0,2,2,0,0,0,0
35383,1,0,0,0,10,11,0,0,0,0
35384,0,0,0,0,60,24,0,0,0,0
35385,0,0,0,0,0,0,5,0,91,91
35386,0,0,0,0,0,0,0,0,0,0
35387,0,0,0,0,2,0,20,0,0,0
35388,0,0,0,0,18,45,0,0,0,0
35389,4,1,0,0,249,27,41,223,5,5
35390,0,0,0,0,2,3,0,0,0,0
35391,0,0,0,0,8,0,0,0,0,0
35392,0,0,0,0,2,2,0,0,0,0
35393,0,0,0,0,4,0,0,0,0,0
35394,22,3,0,0,230,55,24,269,0,0
35395,0,1,0,0,7,10,2,0,0,0
35396,0,0,0,0,0,0,100,116,0,0
35397,0,0,0,0,1,1,71,0,0,0
35398,95,0,81,0,28497,4053,0,25161,235,138
35399,1,0,0,0,63,1,43,0,21,21
35400,82,1,0,0,1885,253,19,1896,270,339
35401,1,0,0,0,6,1,0,0,0,0
35402,201,5,0,0,1120,693,0,0,27,16
35403,0,0,0,0,8,1,10,0,0,0
35404,22161,0,0,0,441220,13579,0,371267,1611,778
35405,2,0,0,0,193,5,43,184,0,0
35406,0,1,0,0,192,44,27,171,0,0
35407,0,0,0,0,7,8,6,0,0,0
35408,0,0,0,0,1,2,0,0,0,0
35409,0,0,0,0,6,1,0,0,0,0
35410,0,0,0,0,262,329,11,0,226,224
35411,0,0,0,0,29,17,0,0,0,0
35412,0,0,0,0,0,0,0,0,0,0
35413,3,0,0,0,25,1,40,0,0,0
35414,0,0,0,0,43,49,0,0,0,0
35415,130,0,0,0,1482,403,21,1670,3242,1362
35416,0,0,0,0,0,17,0,0,0,0
35417,0,0,0,0,0,0,0,0,0,0
35418,0,1,0,0,73,37,163,0,0,0
35419,0,0,0,0,0,2,0,0,0,0
35420,0,1,0,0,51,16,36,0,0,0
35421,0,0,0,0,15,2,0,0,0,0
35422,0,0,0,0,0,0,0,0,0,0
35423,0,0,0,0,3,0,0,0,0,0
35424,0,0,0,0,0,0,0,0,0,0
35425,4,4,0,0,991,73,35,878,163,219
35426,5,0,75,0,364,34,49,191,482,515
35427,1,1,0,0,86,4,0,0,63,63
35428,38,2,81,0,13596,290,1,12286,268,249
35429,0,0,0,0,2,0,40,0,0,0
35430,0,0,0,0,0,0,33,0,0,0
35431,1,0,0,0,31,1,0,0,0,0
35432,5,0,0,0,43,17,0,0,12920,17073
35433,1,0,0,0,54,20,28,0,0,0
35434,205,10,0,0,1382,347,67,1433,434,314
35435,6,2,47,0,1202,1304,35,1896,157,190
35436,0,0,0,0,5,0,0,0,0,0
35437,0,0,0,0,3,0,5,0,0,0
35438,0,0,0,0,3,8,0,0,0,0
35439,0,0,0,0,0,0,0,0,0,0
35440,0,0,0,0,11,4,0,0,0,0
35441,0,0,0,0,4,0,0,0,0,0
35442,0,0,0,0,23,5,0,0,0,0
35443,0,0,0,0,5,0,0,0,0,0
35444,0,0,0,0,84,13,0,0,0,0
35445,0,0,0,0,6,0,0,0,0,0
35446,3,0,68,0,1039,152,0,556,118,77
35447,9,0,0,0,540,298,46,650,281,477
35448,0,0,0,0,53,16,8,0,7,7
35449,0,1,0,0,5,3,30,0,0,0
35450,1,0,0,0,4,0,0,0,0,0
35451,0,0,0,0,11,0,10,0,0,0
35452,2,1,0,0,208,21,48,173,0,0
35453,3,0,0,0,20,0,8,0,0,0
35454,0,0,0,0,0,0,0,0,0,0
35455,0,0,0,0,1,0,8,0,0,0
35456,44,0,0,0,132,38,56,146,234,234
35457,0,0,0,0,1,0,12,0,0,0
35458,0,0,0,0,3,1,0,0,0,0
35459,0,0,0,0,165,15,0,0,0,0
35460,15,1,0,0,352,56,31,345,155,155
35461,0,0,0,0,24,12,0,0,0,0
35462,0,0,0,0,1,0,0,0,0,0
35463,0,0,0,0,0,0,5,0,0,0
35464,0,0,0,0,17,5,0,0,0,0
35465,0,0,0,0,0,0,0,0,0,0
35466,0,1,0,0,73,3,0,0,0,0
35467,4,0,0,0,0,0,0,0,79,79
35468,3,0,0,0,40,6,0,0,0,0
35469,0,0,0,0,2,0,0,0,0,0
35470,55,1,0,0,8730,946,6,8529,150,188
35471,0,1,0,0,34,5,16,0,0,0
35472,1,0,0,0,5,14,10,0,0,0
35473,0,0,0,0,2,1,0,0,0,0
35474,0,0,0,0,3,0,5,0,0,0
35475,0,0,0,0,4,0,15,0,0,0
35476,0,0,0,0,0,0,4,0,0,0
35477,2,0,0,0,44,61,0,0,0,0
35478,0,0,0,0,37,25,0,0,0,0
35479,2,0,0,0,415,26,0,425,282,282
35480,1,0,0,0,24,5,0,0,615,615
35481,13,0,0,0,3038,755,2,1852,52,23
35482,1,0,0,0,6,11,22,0,0,0
35483,0,1,0,0,12,1,15,0,0,0
35484,0,0,0,0,11,3,0,0,0,0
35485,1,1,0,0,1113,422,45,1335,165,154
35486,0,0,0,0,59,17,6,0,36,36
35487,37,1,0,0,1336,9,22,1293,0,0
35488,2,9,0,0,17,7,0,0,0,0
35489,52,0,78,0,6901,461,27,6699,441,420
35490,0,0,0,0,1,0,16,0,0,0
35491,6,0,0,0,195,63,0,236,0,0
35492,1,0,0,0,29,0,43,0,0,0
35493,0,0,0,0,32,9,6,0,0,0
35494,0,1,0,0,198,36,3,223,28,28
35495,0,0,0,0,0,0,0,0,1,1
35496,0,0,0,0,1,0,0,0,0,0
35497,0,0,0,0,15,21,0,0,0,0
35498,0,0,0,0,5,0,0,0,0,0
35499,0,0,0,0,4,1,0,0,0,0
35500,0,0,0,0,0,0,0,0,0,0
35501,3,0,0,0,5,4,24,0,0,0
35502,0,0,0,0,1,14,0,0,0,0
35503,0,0,0,0,25,7,12,0,0,0
35504,0,4,0,0,1,2,25,0,0,0
35505,0,0,0,0,2,0,0,0,0,0
35506,12,0,0,0,118,8,0,109,0,0
35507,4,0,0,0,69,18,0,0,0,0
35508,0,0,0,0,2,4,0,0,0,0
35509,4,0,53,0,395,190,0,340,11,11
35510,0,0,0,0,71,67,0,0,72,67
35511,0,0,0,0,22,14,0,0,0,0
35512,0,0,0,0,3,0,0,0,0,0
35513,0,0,0,0,2,2,0,0,0,0
35514,1,0,0,0,205,23,0,213,124,124
35515,0,0,0,0,1,0,0,0,0,0
35516,0,0,0,0,0,0,0,0,0,0
35517,0,0,0,0,1,0,0,0,0,0
35518,0,0,0,0,4,0,0,0,0,0
35519,1,0,0,0,75,9,64,0,0,0
35520,0,0,0,0,2,0,0,0,0,0
35521,0,0,0,0,49,12,3,0,0,0
35522,0,0,77,0,76,30,45,0,0,0
35523,0,0,0,0,0,0,15,0,0,0
35524,0,0,0,0,12,1,32,0,0,0
35525,0,0,0,0,0,0,10,0,0,0
35526,0,0,0,0,6,0,18,0,0,0
35527,0,0,0,0,0,0,14,0,0,0
35528,0,1,0,0,23,2,23,0,274,274
35529,0,1,0,0,12,0,5,0,0,0
35530,0,0,0,0,7,1,0,0,0,0
35531,0,0,0,0,1,0,0,0,0,0
35532,0,0,0,0,32,5,55,0,0,0
35533,0,0,0,0,212,33,0,229,0,0
35534,0,0,0,0,29,12,0,0,0,0
35535,0,0,0,0,53,8,24,0,0,0
35536,0,0,0,0,4,0,0,0,0,0
35537,2,0,0,0,7,3,27,0,0,0
35538,0,1,0,0,19,2,15,0,0,0
35539,0,2,0,0,15,19,0,0,0,0
35540,160,1,0,0,4938,724,30,5148,492,454
35541,0,0,0,0,37,5,0,0,0,0
35542,1,0,0,0,17,1,7,0,0,0
35543,1,0,0,0,253,54,50,239,1,1
35544,1,0,0,0,42,8,23,0,0,0
35545,0,0,0,0,4,5,0,0,0,0
35546,18,0,0,0,1536,18,0,1429,0,0
35547,0,0,0,0,0,2,5,0,0,0
35548,0,0,0,0,0,0,0,0,0,0
35549,12,0,72,0,2415,537,20,1982,160,134
