,Peak CCU,DLC count,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Average playtime forever,Median playtime forever
18331,0,5,0,0,0,0,24,0,0,0
18332,0,0,0,0,53,8,9,0,0,0
18333,0,0,0,0,35,0,0,0,0,0
18334,1,0,0,0,8,2,0,0,0,0
18335,0,0,0,0,0,3,0,0,0,0
18336,2,0,79,0,1620,229,33,1267,222,160
18337,0,0,0,0,0,0,10,0,0,0
18338,0,0,0,0,0,0,0,0,0,0
18339,48,0,0,0,670,210,19,682,239,366
18340,8,0,0,0,208,22,0,218,1803,1803
18341,0,0,0,0,23,14,0,0,0,0
18342,0,0,0,0,0,0,0,0,0,0
18343,0,0,0,0,15,5,21,0,0,0
18344,21,0,0,0,1258,212,22,1395,237,237
18345,0,1,0,0,5,1,6,0,0,0
18346,0,0,0,0,1,5,0,0,0,0
18347,0,0,0,0,0,0,0,0,0,0
18348,0,0,0,0,8,5,0,0,0,0
18349,0,0,0,0,3,2,0,0,0,0
18350,0,0,0,0,21,19,0,0,0,0
18351,0,0,0,0,4,1,0,0,0,0
18352,0,0,0,0,135,57,30,0,53,53
18353,0,0,0,0,6,0,0,0,0,0
18354,0,0,0,0,0,0,29,0,0,0
18355,2,0,0,0,60,40,0,0,0,0
18356,13,4,79,0,384,17,34,351,0,0
18357,0,0,0,0,1,0,8,0,0,0
18358,13,0,0,0,232,109,0,317,277,436
18359,0,0,0,0,3,2,9,0,0,0
18360,0,0,0,0,2,0,0,0,0,0
18361,0,0,0,0,7,1,0,0,0,0
18362,0,0,0,0,1,1,3,0,0,0
18363,2,0,0,0,13,1,10,0,0,0
18364,0,0,0,0,1,18,0,0,0,0
18365,0,0,0,0,1,0,0,0,0,0
18366,8,0,0,0,224,37,26,0,168,168
18367,0,0,0,0,1,3,0,0,0,0
18368,3,0,0,0,223,95,0,273,0,0
18369,121,0,0,0,3041,94,0,2978,214,218
18370,0,0,0,0,5,0,5,0,0,0
18371,0,1,0,0,68,47,20,0,201,220
18372,0,0,0,0,11,0,0,0,0,0
18373,0,0,0,0,12,0,55,0,0,0
18374,3,16,0,0,62,84,52,0,0,0
18375,1,0,0,0,29,11,10,0,0,0
18376,0,0,0,0,67,22,39,0,0,0
18377,0,0,0,0,4,2,0,0,0,0
18378,17196,0,0,0,167602,23552,0,150622,5482,3047
18379,0,0,0,0,0,0,0,0,0,0
18380,10,0,0,0,96,8,0,0,279,279
18381,4154,0,76,0,15326,2017,61,14229,4649,2498
18382,2,1,0,0,158,7,14,0,7,7
18383,0,0,0,0,1,4,0,0,0,0
18384,0,1,0,0,43,13,7,0,237,255
18385,0,0,0,0,19,0,76,0,0,0
18386,0,0,0,0,11,1,0,0,0,0
18387,3,1,0,0,991,366,45,1126,136,250
18388,0,0,0,0,0,0,100,0,0,0
18389,0,1,0,0,10,0,15,0,0,0
18390,0,0,46,0,10,28,0,0,1,1
18391,0,0,0,0,3,7,85,0,0,0
18392,1,0,0,0,87,26,0,0,0,0
18393,0,0,0,0,2,1,0,0,0,0
18394,37,1,72,0,4788,446,19,4506,845,1192
18395,0,0,0,0,36,46,0,0,0,0
18396,92,3,0,0,1296,397,85,1532,409,582
18397,0,1,0,0,24,4,8,0,0,0
18398,0,0,0,0,1,7,0,0,0,0
18399,0,0,0,0,5,1,0,0,0,0
18400,2,0,0,0,107,22,15,0,212,212
18401,0,0,0,0,8,8,0,0,0,0
18402,0,1,0,0,49,27,10,0,273,273
18403,0,0,0,0,0,0,0,0,0,0
18404,0,0,0,0,1,7,0,0,0,0
18405,4,0,0,0,9,2,0,0,0,0
18406,0,0,0,0,4,2,33,0,0,0
18407,1,0,0,0,7,11,0,0,0,0
18408,0,0,0,0,155,31,63,127,210,269
18409,0,0,0,0,10,6,0,0,0,0
18410,0,0,0,0,59,1,0,0,0,0
18411,0,0,0,0,113,46,49,119,0,0
18412,1,0,0,0,3,0,4,0,0,0
18413,0,0,0,0,1,0,0,0,0,0
18414,0,0,0,0,0,0,3,0,0,0
18415,0,0,0,0,11,1,16,0,0,0
18416,0,0,0,0,0,2,0,0,0,0
18417,0,0,0,0,16,8,40,0,0,0
18418,0,0,0,0,2,18,0,0,0,0
18419,0,0,0,0,2,2,0,0,0,0
18420,0,0,0,0,0,0,0,0,0,0
18421,0,0,0,0,0,0,0,0,0,0
18422,0,0,0,0,119,15,0,0,0,0
18423,0,0,0,0,0,0,0,0,0,0
18424,0,0,0,0,0,0,0,0,0,0
18425,0,0,0,0,32,1,70,0,0,0
18426,1,0,0,0,250,2,3,237,0,0
18427,0,0,0,0,0,0,16,0,0,0
18428,0,0,0,0,2,5,6,0,0,0
18429,0,0,0,0,39,17,33,0,0,0
18430,0,0,0,0,3,0,0,0,0,0
18431,0,0,0,0,25,2,18,0,0,0
18432,13945,0,0,0,41198,1427,0,39388,17073,4054
18433,0,0,0,0,3,0,0,0,0,0
18434,1,0,0,0,13,5,0,0,0,0
18435,4,1,0,0,218,30,10,219,0,0
18436,0,3,0,0,148,45,108,182,462,462
18437,0,0,0,0,6,3,0,0,0,0
18438,0,0,0,0,4,0,0,0,0,0
18439,0,0,0,0,1,0,0,0,0,0
18440,0,0,0,0,0,0,0,0,0,0
18441,106,3,0,0,6676,1642,40,6427,1098,389
18442,1,0,0,0,144,171,0,275,0,0
18443,0,0,0,0,10,0,10,0,0,0
18444,0,0,0,0,18,3,13,0,0,0
18445,0,0,0,0,6,1,0,0,0,0
18446,0,0,0,0,13,4,6,0,0,0
18447,0,1,0,0,390,51,6,367,0,0
18448,0,0,0,0,4,7,0,0,0,0
18449,0,0,0,0,20,5,7,0,0,0
18450,0,0,0,0,0,0,0,0,0,0
18451,0,0,0,0,5,1,40,0,0,0
18452,0,0,0,0,125,126,4,145,460,868
18453,0,0,69,0,161,125,23,177,97,101
18454,0,0,0,0,4,2,2,0,0,0
18455,0,0,0,0,1,0,0,0,0,0
18456,0,0,0,0,1,0,0,0,0,0
18457,0,1,0,0,0,0,25,0,0,0
18458,0,0,0,0,126,36,77,120,0,0
18459,0,0,0,0,2,6,0,0,0,0
18460,0,0,0,0,0,0,0,0,0,0
18461,0,0,0,0,60,54,0,102,0,0
18462,0,1,0,0,14,2,17,0,0,0
18463,0,0,64,0,772,75,0,0,9,11
18464,4,0,0,0,218,19,20,213,0,0
18465,5,0,0,0,783,148,9,788,456,218
18466,5,0,0,0,77,33,0,0,147,147
18467,0,0,0,0,1,1,0,0,0,0
18468,0,0,0,0,1,1,0,0,0,0
18469,0,0,0,0,0,0,24,0,0,0
18470,0,0,0,0,8,2,5,0,0,0
18471,0,0,0,0,20,12,0,0,0,0
18472,0,0,0,0,2,1,0,0,0,0
18473,0,1,0,0,0,0,99,0,0,0
18474,0,0,0,0,0,1,0,0,0,0
18475,12,0,0,0,2151,98,0,1933,566,719
18476,0,0,0,0,3,0,0,0,0,0
18477,0,0,0,0,0,0,0,0,0,0
18478,0,0,0,0,0,0,0,0,0,0
18479,0,0,0,0,1,4,21,0,0,0
18480,24,0,72,0,3552,290,0,3380,691,63
18481,0,0,0,0,2,1,15,0,0,0
18482,0,0,0,0,23,42,0,0,0,0
18483,0,0,0,0,0,0,0,0,0,0
18484,0,0,0,0,4,0,0,0,0,0
18485,0,0,0,0,31,6,20,0,13,13
18486,0,0,0,0,40,50,36,0,46,46
18487,9,0,0,0,90,57,0,0,163,173
18488,0,0,0,0,1,0,0,0,0,0
18489,1,1,0,0,20,1,25,0,0,0
18490,0,0,73,0,127,28,0,126,248,481
18491,0,0,0,0,12,7,14,0,0,0
18492,0,0,0,0,2,1,0,0,0,0
18493,1,0,0,0,496,190,0,546,351,628
18494,0,0,0,0,1,0,0,0,0,0
18495,1,0,0,0,18,4,0,0,0,0
18496,5,1,79,0,1674,105,13,905,218,238
18497,0,0,0,0,68,23,0,0,0,0
18498,1,0,0,0,50,9,15,0,72,72
18499,1,0,0,0,264,254,1090,435,166,204
18500,1,0,0,0,0,1,0,0,0,0
18501,0,0,0,0,1,1,4,0,0,0
18502,0,0,0,0,0,0,0,0,0,0
18503,4,0,0,0,4350,130,1,4048,137,136
18504,0,0,0,0,70,18,9,0,0,0
18505,40,1,0,0,18,7,32,0,230,246
18506,0,0,0,0,162,37,8,153,284,287
18507,0,0,0,0,0,0,0,0,0,0
18508,1,14,0,0,0,0,11,0,0,0
18509,1,0,0,0,303,70,5,361,102,102
18510,0,0,0,0,13,2,30,0,0,0
18511,0,0,0,0,10,13,0,0,2,2
18512,0,0,0,0,0,0,0,0,0,0
18513,0,0,0,0,10,5,7,0,0,0
18514,0,0,0,0,16,1,0,0,0,0
18515,0,0,0,0,1,0,17,0,0,0
18516,3505,2,83,0,10236,902,35,10469,1307,1174
18517,0,0,0,0,2,2,0,0,0,0
18518,1,0,0,0,24,13,0,0,0,0
18519,0,0,0,0,18,6,11,0,0,0
18520,4,1,0,0,97,55,46,123,226,226
18521,0,0,0,0,1,1,0,0,0,0
18522,1,0,0,0,0,0,0,0,0,0
18523,0,0,0,0,10,0,0,0,0,0
18524,1,0,0,0,816,622,48,857,269,379
18525,66,0,0,0,998,83,144,1020,34798,34798
18526,0,0,0,0,2,1,0,0,0,0
18527,0,0,0,0,0,0,49,0,0,0
18528,0,1,0,0,48,7,30,0,0,0
18529,0,0,0,0,0,0,0,0,0,0
18530,450,1,82,0,9759,457,59,7721,1804,1684
18531,0,0,0,0,10,0,0,0,0,0
18532,0,0,0,0,2,0,30,0,0,0
18533,0,0,0,0,7,5,20,0,0,0
18534,0,0,0,0,0,0,0,0,0,0
18535,0,0,0,0,12,9,29,0,0,0
18536,0,0,0,0,0,0,15,0,0,0
18537,1,0,0,0,0,0,0,0,0,0
18538,0,0,0,0,4,7,5,0,0,0
18539,0,0,0,0,14,3,0,0,0,0
18540,88,0,0,0,1843,86,76,1774,441,484
18541,0,2,0,0,1,2,0,0,0,0
18542,0,0,0,0,16,7,6,0,0,0
18543,0,0,0,0,17,0,8,0,0,0
18544,0,0,0,0,1,1,0,0,0,0
18545,0,0,0,0,0,0,16,0,0,0
18546,0,0,0,0,37,6,8,0,0,0
18547,0,0,0,0,27,2,4,0,0,0
18548,0,0,0,0,6,14,0,0,0,0
18549,0,0,0,0,2,2,5,0,0,0
18550,0,0,0,0,0,0,0,0,0,0
18551,0,0,0,0,34,59,0,0,0,0
18552,0,0,0,0,25,14,0,0,0,0
18553,0,0,0,0,0,0,0,0,0,0
18554,2,2,0,0,554,152,26,680,0,0
18555,0,0,0,0,1,0,0,0,0,0
18556,203,7,67,0,8436,2045,28,6583,1037,881
18557,0,0,0,0,5,3,0,0,0,0
18558,0,0,0,0,15,6,0,0,0,0
18559,63,0,0,0,3099,227,39,3122,1805,2060
18560,1,2,0,0,0,0,40,0,0,0
18561,29,0,0,0,215,0,14,171,0,0
18562,0,0,0,0,3,5,0,0,0,0
18563,0,0,0,0,1,3,0,0,0,0
18564,0,0,0,0,19,6,22,0,0,0
18565,0,0,0,0,4,6,0,0,0,0
18566,0,0,0,0,5,2,0,0,0,0
18567,0,0,0,0,7,0,6,0,0,0
18568,0,0,0,0,1,2,100,0,0,0
18569,4,0,0,0,498,131,0,595,311,320
18570,0,0,0,0,0,1,17,0,0,0
18571,2,0,0,0,594,64,0,0,39,56
18572,0,0,0,0,1,4,9,0,0,0
18573,4,0,0,0,108,15,28,0,0,0
18574,0,0,0,0,16,3,0,0,0,0
18575,0,0,0,0,2,0,41,0,0,0
18576,8,0,0,0,198,118,0,218,206,206
18577,0,1,0,0,33,4,23,0,0,0
18578,1,1,0,0,112,7,31,0,0,0
18579,1,0,0,0,181,16,7,0,0,0
18580,0,0,0,0,8,0,0,0,0,0
18581,0,0,0,0,181,45,0,0,0,0
18582,0,0,0,0,14,0,42,0,0,0
18583,0,0,0,0,1,3,0,0,0,0
18584,0,0,0,0,0,0,0,0,0,0
18585,0,0,0,0,0,0,0,0,0,0
18586,0,0,0,0,0,0,0,0,0,0
18587,0,0,0,0,34,42,100,0,0,0
18588,0,0,0,0,0,0,10,0,0,0
18589,0,0,0,0,47,22,13,0,0,0
18590,0,0,0,0,24,1,17,0,0,0
18591,0,0,0,0,0,2,0,0,0,0
18592,0,1,0,0,29,4,26,0,243,243
18593,2,0,0,0,54,14,10,0,236,212
18594,0,0,0,0,0,0,0,0,0,0
18595,140,0,77,0,28716,676,34,25432,502,337
18596,3,0,0,0,35,0,0,0,0,0
18597,0,1,0,0,32,11,16,0,0,0
18598,0,0,0,0,1,1,22,0,0,0
18599,0,0,0,0,4,8,10,0,0,0
18600,0,0,0,0,0,0,0,0,0,0
18601,0,0,0,0,17,10,7,0,0,0
18602,0,0,0,0,24,24,0,0,0,0
18603,0,1,0,0,8,2,69,0,0,0
18604,5,0,0,0,1126,93,18,0,41,64
18605,0,0,0,0,102,32,35,128,210,210
18606,0,1,0,0,10,9,25,0,0,0
18607,1,0,0,0,26,2,52,0,0,0
18608,0,0,0,0,14,2,0,0,0,0
18609,0,0,0,0,0,3,0,0,0,0
18610,0,0,0,0,17,2,14,0,0,0
18611,0,0,0,0,0,0,14,0,0,0
18612,6,3,0,0,410,25,12,409,49,49
18613,1,0,0,0,254,192,16,397,285,330
18614,0,0,0,0,5,0,11,0,0,0
18615,0,0,0,0,0,0,0,0,0,0
18616,3,1,0,0,136,9,14,110,0,0
18617,0,0,0,0,0,0,20,0,0,0
18618,0,1,0,0,2,0,13,0,0,0
18619,83,0,0,0,1072,148,0,0,252,282
18620,1,0,0,0,16,1,11,0,0,0
18621,6,0,0,0,154,34,0,172,0,0
18622,0,0,0,0,2,0,19,0,0,0
18623,0,0,0,0,2,1,15,0,0,0
18624,0,0,0,0,31,10,0,0,0,0
18625,0,0,0,0,37,26,0,0,0,0
18626,0,0,0,0,1,0,0,0,0,0
18627,0,0,0,0,0,2,0,0,0,0
18628,0,0,0,0,61,47,0,0,212,212
18629,0,0,0,0,3,4,0,0,0,0
18630,1,0,0,0,1,7,10,0,0,0
18631,0,0,0,0,0,2,0,0,0,0
18632,0,0,0,0,1,0,0,0,0,0
18633,0,0,0,0,11,0,0,0,0,0
18634,0,0,0,0,16,2,99,0,0,0
18635,3139,3,0,0,1843,78,0,0,0,0
18636,0,0,0,0,943,190,22,158,236,233
18637,0,4,0,0,69,14,68,0,0,0
18638,2,0,0,0,85,18,10,0,0,0
18639,4,0,0,0,127,12,24,105,343,343
18640,0,0,0,0,35,18,7,0,0,0
18641,2,0,0,0,344,196,0,450,202,225
18642,3,1,0,0,379,14,20,368,0,0
18643,0,0,0,0,79,28,20,0,79,79
18644,3,0,34,0,35,12,0,0,0,0
18645,0,0,0,0,2,1,0,0,0,0
18646,81,0,0,0,8403,2737,0,7848,112,45
18647,8,0,0,0,151,31,0,148,0,0
18648,0,0,0,0,25,14,14,0,0,0
18649,0,0,0,0,0,0,0,0,0,0
18650,0,0,0,0,27,17,1,0,0,0
18651,0,0,0,0,6,0,11,0,0,0
18652,1,0,0,0,2,0,0,0,0,0
18653,5,0,0,0,42,3,0,0,0,0
18654,1,0,0,0,4,0,0,0,0,0
18655,0,0,0,0,16,3,10,0,0,0
18656,0,0,0,0,7,1,12,0,0,0
18657,1,0,0,0,0,0,0,0,0,0
18658,4,0,0,0,329,62,0,310,224,416
18659,0,1,0,0,117,10,22,0,0,0
18660,16,0,83,0,6350,444,75,4004,289,203
18661,0,0,0,0,15,1,0,0,0,0
18662,0,0,0,0,11,2,0,0,0,0
18663,0,0,0,0,18,1,54,0,302,302
18664,0,0,0,0,22,6,0,0,0,0
18665,0,0,0,0,0,0,0,0,0,0
18666,0,0,0,0,32,56,0,0,267,294
18667,0,0,0,0,0,0,0,0,0,0
18668,0,0,0,0,2,0,5,0,0,0
18669,0,0,0,0,0,0,12,0,0,0
18670,0,0,0,0,0,0,0,0,0,0
18671,0,0,0,0,15,1,7,0,0,0
18672,89,0,80,0,3698,3392,0,792,1877,301
18673,0,1,0,0,26,63,11,0,0,0
18674,0,0,0,0,8,2,0,0,0,0
18675,1,0,0,0,10,0,0,0,0,0
18676,0,0,0,0,58,19,0,0,0,0
18677,0,0,0,0,15,2,0,0,0,0
18678,0,0,0,0,3,0,0,0,0,0
18679,0,0,0,0,56,23,6,0,336,341
18680,0,0,0,0,1,5,12,0,0,0
18681,0,0,0,0,6,1,0,0,0,0
18682,0,0,0,0,11,1,8,0,0,0
18683,0,0,0,0,4,4,11,0,277,277
18684,0,0,0,0,0,0,0,0,0,0
18685,0,0,0,0,7,1,0,0,0,0
18686,0,0,0,0,52,19,46,0,0,0
18687,0,0,0,0,1,0,4,0,0,0
18688,0,0,0,0,8,17,0,0,0,0
18689,0,1,0,0,6,1,0,0,0,0
18690,15,0,0,0,151,7,22,137,0,0
18691,0,0,0,0,1,0,15,0,0,0
18692,0,0,0,0,1,0,14,0,0,0
18693,5,0,0,0,4,3,0,0,0,0
18694,0,0,0,0,1,3,0,0,0,0
18695,0,0,0,0,21,0,0,0,0,0
18696,0,1,0,0,163,41,15,177,15,15
18697,0,0,0,0,535,243,16,0,128,79
18698,1,0,0,0,290,9,91,288,0,0
18699,0,0,0,0,0,0,5,0,0,0
18700,229,0,80,0,9203,1019,48,5795,664,308
18701,2,0,0,0,208,279,0,227,236,220
18702,2,0,0,0,166,107,0,260,191,191
18703,39404,0,0,0,182819,13311,104,167635,2875,774
18704,3,0,0,0,0,0,0,0,0,0
18705,0,0,0,0,15,1,11,0,0,0
18706,0,0,0,0,0,0,0,0,0,0
18707,3,0,0,0,25,5,41,0,0,0
18708,15,1,0,0,0,0,33,572,291,493
18709,0,0,0,0,18,11,50,0,0,0
18710,0,0,0,0,92,11,0,0,0,0
18711,0,0,0,0,5,1,0,0,0,0
18712,0,0,0,0,291,69,0,246,0,0
18713,1,0,0,0,9,0,0,0,0,0
18714,0,0,0,0,13,4,0,0,0,0
18715,0,0,0,0,5,0,0,0,0,0
18716,0,0,0,0,16,1,39,0,0,0
18717,0,0,0,0,24,8,12,0,0,0
18718,0,0,0,0,878,166,15,670,156,188
18719,206,0,0,0,2047,822,0,1723,15317,288
18720,61,1,76,0,11119,826,19,9333,264,207
18721,0,0,0,0,15,13,83,0,0,0
18722,0,0,0,0,6,2,25,0,0,0
18723,1,1,0,0,139,25,27,0,424,424
18724,0,0,0,0,4,12,0,0,0,0
18725,0,0,0,0,2,6,0,0,0,0
18726,0,0,0,0,105,16,11,0,0,0
18727,0,0,0,0,1,0,15,0,0,0
18728,0,0,0,0,7,2,15,0,0,0
18729,0,0,0,0,1,3,44,0,0,0
18730,164,1,80,0,2095,239,50,2075,603,240
18731,579,2,81,0,12323,8735,90,12693,1708,860
18732,0,0,0,0,673,162,26,634,87,58
18733,0,0,0,0,6,0,7,0,0,0
18734,0,0,0,0,2,0,28,0,0,0
18735,0,3,0,0,0,0,0,0,0,0
18736,0,1,0,0,6,4,0,0,0,0
18737,0,0,0,0,1,3,0,0,0,0
18738,1,0,0,0,5,2,0,0,0,0
18739,0,0,0,0,1,0,0,0,0,0
18740,0,2,0,0,2,6,0,0,0,0
18741,9,11,0,0,3104,542,43,3226,1306,1371
18742,1,0,0,0,186,16,2,167,0,0
18743,0,0,0,0,15,2,12,0,0,0
18744,314,0,0,0,68,98,0,0,241,225
18745,0,1,0,0,3,0,0,0,0,0
18746,0,0,0,0,15,4,6,0,0,0
18747,0,0,0,0,156,41,0,178,0,0
18748,0,0,67,0,198,106,20,136,237,239
18749,0,0,0,0,0,5,21,0,0,0
18750,0,0,0,0,78,10,0,0,1,1
18751,0,0,0,0,8,2,9,0,0,0
18752,0,0,0,0,17,12,0,0,0,0
18753,0,0,0,0,0,1,0,0,0,0
18754,1,0,0,0,55,15,98,0,206,206
18755,0,0,0,0,3,0,26,0,0,0
18756,0,0,0,0,0,0,0,0,0,0
18757,0,1,0,0,4,1,0,0,0,0
18758,0,0,0,0,15,3,5,0,0,0
18759,0,0,0,0,16,12,0,0,0,0
18760,5,0,0,0,79,0,0,0,12,12
18761,0,0,0,0,0,0,0,0,0,0
18762,3,0,0,0,155,95,20,184,902,902
18763,0,0,0,0,2,0,35,0,0,0
18764,0,0,0,0,2,0,0,0,0,0
18765,1,2,0,0,9,4,18,0,0,0
18766,0,0,0,0,2,0,0,0,0,0
18767,0,0,0,0,18,21,0,0,268,273
18768,4,0,0,0,144,87,40,190,0,0
18769,0,0,0,0,7,2,0,0,0,0
18770,0,0,0,0,6,7,66,0,0,0
18771,0,0,0,0,0,0,100,0,0,0
18772,2,0,0,0,63,12,0,0,0,0
18773,0,0,0,0,29,5,26,0,0,0
18774,1,0,0,0,484,95,18,491,0,0
18775,0,0,0,0,0,0,0,0,0,0
18776,0,0,0,0,2,0,0,0,0,0
18777,0,0,0,0,26,10,20,0,0,0
18778,3,0,76,0,274,68,28,280,22,22
18779,0,0,0,0,51,4,16,0,9,9
18780,0,0,0,0,58,38,26,0,0,0
18781,3,0,0,0,0,0,30,0,0,0
18782,0,0,0,0,4,0,0,0,0,0
18783,0,0,0,0,8,0,0,0,0,0
18784,0,0,0,0,1,2,0,0,0,0
18785,0,0,0,0,3,0,32,0,0,0
18786,0,0,0,0,0,2,0,0,0,0
18787,0,1,0,0,28,3,13,0,0,0
18788,0,0,0,0,13,5,0,0,0,0
18789,7,0,0,0,249,67,44,270,426,446
18790,0,0,0,0,1,0,0,0,0,0
18791,25,0,76,0,2601,159,46,2319,505,491
18792,0,0,0,0,1,1,28,0,0,0
18793,0,0,0,0,8,10,16,0,0,0
18794,2,0,0,0,252,20,20,216,0,0
18795,0,0,0,0,13,6,25,0,0,0
18796,0,0,0,0,2,0,0,0,0,0
18797,0,0,0,0,15,2,30,0,0,0
18798,30,0,0,0,203,72,42,0,0,0
18799,1,0,0,0,9,0,5,0,0,0
18800,0,0,84,0,0,0,0,0,0,0
18801,0,0,0,0,0,0,8,0,0,0
18802,13,0,0,0,1021,34,36,1002,437,437
18803,14,0,0,0,1412,130,0,1303,113,121
18804,0,4,0,0,15,1,0,0,0,0
18805,0,0,0,0,1,0,10,0,0,0
18806,0,0,0,0,6,4,6,0,335,335
18807,0,0,0,0,2,0,0,0,0,0
18808,0,0,0,0,8,2,0,0,0,0
18809,2639,0,80,0,43963,1906,27,43397,1486,539
18810,0,0,0,0,0,0,0,0,0,0
18811,0,0,0,0,0,0,13,0,0,0
18812,1,0,0,0,100,13,4,0,113,113
18813,0,0,0,0,0,0,4,0,0,0
18814,74,1,0,0,5069,3123,12,7053,749,462
18815,0,0,0,0,10,5,0,0,0,0
18816,0,1,0,0,0,0,5,0,0,0
18817,0,0,0,0,12,1,7,0,0,0
18818,0,0,0,0,240,90,25,298,0,0
18819,9,0,0,0,0,0,0,539,106,133
18820,0,0,0,0,18,0,0,0,0,0
18821,0,0,0,0,0,1,0,0,0,0
18822,0,0,0,0,3,0,0,0,0,0
18823,2,0,0,0,95,9,36,0,331,331
18824,0,0,0,0,75,21,0,0,0,0
18825,0,0,0,0,80,17,0,0,0,0
18826,0,0,0,0,20,14,0,0,0,0
18827,0,0,0,0,3,1,0,0,0,0
18828,0,0,0,0,5,1,0,0,0,0
18829,0,0,0,0,0,0,0,0,0,0
18830,0,0,0,0,34,42,0,0,2,2
18831,0,0,0,0,3,3,0,0,0,0
18832,0,0,0,0,0,0,58,0,0,0
18833,0,0,0,0,0,0,0,0,0,0
18834,0,0,0,0,535,154,27,162,214,225
18835,0,0,0,0,9,14,0,0,0,0
18836,1,0,0,0,4,0,0,0,0,0
18837,0,0,0,0,11,0,25,0,0,0
18838,10,2,77,0,1769,104,22,1427,44,49
18839,1,0,0,0,2,1,0,0,0,0
18840,2,0,0,0,54,6,0,0,0,0
18841,0,0,0,0,2,0,13,0,0,0
18842,0,0,0,0,6,0,51,0,0,0
18843,2,0,0,0,427,129,33,513,98,144
18844,0,1,0,0,6,10,0,0,226,226
18845,8,9,0,0,499,129,71,554,377,377
18846,0,0,0,0,6,5,8,0,0,0
18847,0,0,0,0,0,1,6,0,0,0
18848,0,0,0,0,6,0,0,0,0,0
18849,1,0,0,0,1,0,0,0,0,0
18850,0,1,0,0,6,3,0,0,0,0
18851,0,0,0,0,11,7,0,0,0,0
18852,102,41,0,0,4516,386,40,4267,852,1147
18853,31,0,0,0,4,19,0,0,108,108
18854,0,0,0,0,2,0,0,0,0,0
18855,0,0,0,0,43,23,1,0,0,0
18856,0,0,0,0,0,7,0,0,0,0
18857,0,0,0,0,0,0,5,0,0,0
18858,0,0,0,0,2,2,16,0,0,0
18859,0,0,0,0,2,0,0,0,0,0
18860,321,0,0,0,2407,224,0,2244,907,981
18861,0,0,0,0,21,7,4,0,0,0
18862,576,1,59,0,69258,2762,89,61277,437,205
18863,0,0,0,0,14,15,16,0,0,0
18864,0,0,0,0,38,18,0,0,0,0
18865,0,0,0,0,6,4,10,0,0,0
18866,0,0,0,0,1,2,0,0,0,0
18867,2,0,0,0,9,6,9,0,0,0
18868,0,0,0,0,57,34,10,0,80,80
18869,0,0,0,0,2,2,0,0,0,0
18870,0,0,0,0,28,22,44,0,0,0
18871,1,0,0,0,5,3,0,0,0,0
18872,0,0,0,0,7,2,12,0,0,0
18873,0,0,0,0,4,0,0,0,0,0
18874,0,0,0,0,44,85,0,0,0,0
18875,0,0,0,0,2,0,13,0,0,0
18876,0,0,0,0,1,0,0,0,0,0
18877,1,0,0,0,1848,224,15,1660,188,125
18878,20,1,0,0,653,23,64,631,1,1
18879,0,0,0,0,65,14,16,0,0,0
18880,0,0,0,0,11,1,0,0,0,0
18881,0,0,0,0,20,45,16,0,185,189
18882,0,0,0,0,0,0,100,0,0,0
18883,0,0,0,0,1,1,12,0,0,0
18884,1,4,0,0,883,284,37,787,230,263
18885,0,0,0,0,136,5,0,0,0,0
18886,0,0,0,0,16,4,0,0,0,0
18887,0,0,0,0,9,1,0,0,0,0
18888,13,0,0,0,113,12,4,116,45,50
18889,0,0,0,0,6,0,10,0,0,0
18890,32,0,0,0,987,88,26,1014,42,61
18891,1,1,0,0,166,2,18,146,0,0
18892,2,0,0,0,16,8,0,0,0,0
18893,0,0,0,0,1,1,0,0,0,0
18894,0,0,0,0,11,2,0,0,0,0
18895,0,0,0,0,39,0,12,0,0,0
18896,0,0,0,0,0,0,0,0,0,0
18897,0,0,0,0,0,0,9,0,0,0
18898,3,0,0,0,12,3,0,0,0,0
18899,0,0,0,0,4,12,0,0,0,0
18900,0,0,0,0,79,7,0,0,0,0
18901,0,2,0,0,68,8,167,0,0,0
18902,0,0,0,0,4,0,105,0,0,0
18903,9,1,0,0,1676,28,0,1373,62,85
18904,2,0,0,0,15,9,0,0,0,0
18905,0,1,0,0,89,34,15,0,304,328
18906,0,0,0,0,15,7,0,0,0,0
18907,0,0,0,0,12,1,15,0,0,0
18908,0,0,0,0,10,0,15,0,0,0
18909,1,0,0,0,54,49,21,0,0,0
18910,0,0,0,0,0,0,0,0,0,0
18911,23,0,74,0,15023,3441,14,1439,232,50
18912,7,0,0,0,129,67,0,133,170,229
18913,0,0,0,0,8,9,21,0,0,0
18914,1,0,0,0,98,21,0,0,0,0
18915,1,0,0,0,53,5,0,0,0,0
18916,1,0,0,0,15,7,41,0,0,0
18917,0,0,0,0,3,0,20,0,0,0
18918,0,0,0,0,2,1,0,0,0,0
18919,0,3,0,0,0,0,12,0,0,0
18920,0,0,0,0,12,11,12,0,264,264
18921,0,0,0,0,4,5,0,0,0,0
18922,49,0,0,0,34,5,0,0,0,0
18923,2,0,0,0,865,126,25,836,117,187
18924,1,2,0,0,64,55,9,0,0,0
18925,58,3,0,0,808,395,0,1041,84,84
18926,61,0,0,0,305,117,43,396,56,56
18927,7,0,0,0,144,54,19,181,353,353
18928,0,2,0,0,0,0,40,0,0,0
18929,2,0,0,0,4,0,0,0,0,0
18930,1,1,0,0,0,0,70,0,0,0
